Record Number,Name,Core ID,Code,Type,Status,Holder,Grant date,Expiry date,Cadastral units (CU),Area (km²),States,LGAs,Minerals
983,NASARAWA,53413,EL-053413,Exploration License,Valid,BLACK GEM NEW ENERGY CO LTD,23/10/2023,22/10/2026,12,2.54,Nassarawa,Nassarawa,"Mica,Lithium,Tantalum,Beryl,Cassiterite,Gold"
984,NASARAWA,44718,EL-044718,Exploration License,Valid,HASKEN KASA MINE CO. NIG LTD,12/05/2023,11/05/2026,45,9.52,Nassarawa,Nassarawa,"Lithium,Niobium,Tantalum,Beryl"
985,Awe,61349,EL-061349,Exploration License,Valid,PATHFINDER METALS COMPANY LIMITED,13/06/2024,12/06/2027,120,25.37,Nassarawa,Keana,"Copper,Lead,Lithium,Zinc"
986,KARU,61034,EL-061034,Exploration License,Valid,HI-TECH AGRO ALLIED INDUSTRIES LIMITED,24/05/2024,23/05/2027,40,8.44,Nassarawa,Karu,"Mica,Lead,Lithium,Zinc"
987,,35563,EL-035563,Exploration License,Blocked,TARIHI GLOBAL SERVICES LIMITED,16/11/2021,15/11/2024,9,1.9,Nassarawa,Nassarawa-Eggon,"Tantalum,Tin,Gemstone,Columbite"
988,Awe,61348,EL-061348,Exploration License,Valid,PATHFINDER METALS COMPANY LIMITED,13/06/2024,12/06/2027,75,15.85,Nassarawa,Awe,"Copper,Lead,Zinc"
989,,42467,EL-042467,Exploration License,Valid,AUTOGRAPH TECHNOLOGIES LIMITED,07/12/2023,06/12/2026,96,20.28,Nassarawa,Nassarawa,"Mica,Copper,Lithium,Tantalum,Quartz,Beryl"
990,,42152,EL-042152,Exploration License,Valid,HARRICK GLOBAL INVESTMENT NIG LTD,27/01/2022,26/01/2025,21,4.44,Nassarawa,Nassarawa,
991,Nasarawa,61334,SSML-061334,Small Scale Mining Lease,Valid,JAIMAS CONSULT AND INVESTMENT LTD,09/08/2024,08/08/2029,15,3.17,Nassarawa,Nassarawa,"Lead,Lithium,Tantalum,Tin,Tungsten,Gold"
992,NASARAWA,43633,EL-043633,Exploration License,Valid,CHANGFA MINING LIMITED,22/05/2023,21/05/2026,35,7.4,Nassarawa,Nassarawa,"Lithium,Beryl,Tourmaline (blue)"
993,KOKONA,39638,EL-039638,Exploration License,Blocked,ZANTEX CONSTRUCTIONS NIGERIA LTD,08/11/2022,07/11/2025,144,30.39,Nassarawa,"Akwanga, Nassarawa-Eggon","Lithium,Tin,Columbite"
994,KARU,39380,EL-039380,Exploration License,Blocked,YMT MULTI ENTERPRISE LIMITED,25/11/2022,24/11/2025,158,33.34,Nassarawa,Karu,"Mica,Lithium"
995,KARU,39378,EL-039378,Exploration License,Blocked,YMT MULTI ENTERPRISE LIMITED,25/11/2022,24/11/2025,244,51.48,Nassarawa,Karu,"Mica,Lithium"
996,,34744,EL-034744,Exploration License,Blocked,TARIHI GLOBAL SERVICES LIMITED,25/06/2021,24/06/2024,205,43.29,Nassarawa,Nassarawa-Eggon,"Tantalum,Tin,Columbite"
997,NASARAWA,39377,EL-039377,Exploration License,Blocked,YMT MULTI ENTERPRISE LIMITED,25/11/2022,24/11/2025,448,94.75,Nassarawa,"Doma, Nassarawa","Mica,Lithium"
998,,29626,EL-029626,Exploration License,Valid,ZIJIN MIDAS ( NIG) LTD,30/05/2019,29/05/2026,875,184.99,Nassarawa,Nassarawa,"Tin,Columbite"
999,Karu,38173,EL-038173,Exploration License,Blocked,TINGLE NATURAL RESOURCES LIMITED,07/07/2022,06/07/2025,71,14.98,Nassarawa,Karu,"Lead,Tourmaline (others),Cassiterite,Gold"
1000,KARU,57046,EL-057046,Exploration License,Valid,STANDARD STONES NIGERIA LIMITED,13/08/2024,12/08/2027,12,2.53,Nassarawa,Karu,"Lithium,Gold"
1001,"NASSARAWA, KOKONA",60595,EL-060595,Exploration License,Valid,AUTHENTIC CONSULT FIRM LIMITED,09/08/2024,08/08/2027,13,2.75,Nassarawa,Kokona,"Mica,Lithium"
1002,KARU,44849,EL-044849,Exploration License,Valid,COMPREHENSIVE GEOLOGICAL ENGINEERING COMPANY LIMITED,30/10/2024,29/10/2027,10,2.11,Nassarawa,Karu,"Lithium,Tantalum,Aquamarine,Tourmaline (blue),Gold"
1003,NASARAWA,36787,EL-036787,Exploration License,Blocked,TRANSBIZ INTERNATIONAL RESOURCES LTD,09/06/2022,08/06/2025,100,21.12,Nassarawa,"Lafia, Nassarawa-Eggon",Manganese
1004,,37605,QLS-037605,Quarry Lease,Valid,ONSHORE FRONTIERS LIMITED,17/03/2023,16/03/2028,4,0.84,Nassarawa,Kokona,Granite
1005,NASARAWA,44228,EL-044228,Exploration License,Valid,HASKEN KASA MINE CO. NIG LTD,11/10/2023,10/10/2026,22,4.65,Nassarawa,Nassarawa,"Lead,Lithium,Zinc,Iron"
1006,,29624,EL-029624,Exploration License,Valid,ZIJIN MIDAS ( NIG) LTD,30/05/2019,29/05/2026,724,152.98,Nassarawa,Nassarawa,"Tin,Columbite"
1007,KOKONA,61732,EL-061732,Exploration License,Valid,ST EMMANUEL GLOBAL MINERS LTD,26/08/2024,25/08/2027,30,6.34,Nassarawa,"Kokona, Lafia","Lead,Lithium,Tin,Zinc"
1008,OBI,54198,EL-054198,Exploration License,Valid,LICORPE MINING & INVESTMENT COMPANY LIMITED,03/07/2024,02/07/2027,45,9.51,Nassarawa,"Lafia, Nassarawa-Eggon","Lithium,Beryl,Tourmaline (blue),Gold"
1009,NASARAWA,37809,EL-037809,Exploration License,Valid,WHITEROCKHOOD LIMITED,01/06/2022,31/05/2025,65,13.73,Nassarawa,"Karu, Nassarawa","Limestone,Marble aggregates,Lithium,Tin,Beryl,Columbite"
1010,NASARAWA,37075,SSML-037075,Small Scale Mining Lease,Valid,CAPITAL APEX SYNERGY GLOBAL SERVICES LTD,24/06/2022,23/06/2027,7,1.48,Nassarawa,Nassarawa,"Copper,Zinc,Cassiterite,Columbite,Gold"
1011,NASARAWA,38530,SSML-038530,Small Scale Mining Lease,Blocked,GOLDSBOG MINERALS LIMITED,15/09/2022,14/09/2027,15,3.17,Nassarawa,Nassarawa,"Lithium,Tantalum,Tin,Tourmaline (others)"
1012,,34972,EL-034972,Exploration License,Released,CONCEPT UNIT INTEGRATED RESOURCES LTD,12/08/2021,11/08/2024,295,62.3,Nassarawa,"Kokona, Lafia, Nassarawa-Eggon",Tantalum
1013,NASARAWA,36868,SSML-036868,Small Scale Mining Lease,Valid,CAPITAL APEX SYNERGY GLOBAL SERVICES LTD,24/02/2022,23/02/2027,12,2.54,Nassarawa,Nassarawa,"Copper,Zinc,Cassiterite,Gold"
1014,,28072,EL-028072,Exploration License,Released,LAYDAM MINERALS LTD,31/08/2018,30/08/2023,195,41.22,Nassarawa,Keana,Lithium
1015,,29754,SSML-029754,Small Scale Mining Lease,Released,KINGSTONE MINES AND EXPLORATIONS LIMITED,12/09/2019,11/09/2024,15,3.17,Nassarawa,Nassarawa,"Lead,Zinc"
1016,kokona,63192,EL-063192,Exploration License,Valid,YIHUEI INTERNATIONAL NEW ENERGY LIMITED,06/11/2024,05/11/2027,30,6.34,Nassarawa,Nassarawa,Lithium
1017,KOKONA,57720,EL-057720,Exploration License,Valid,TXW INTERNATIONAL NEW ENERGY LTD,22/04/2024,21/04/2027,193,40.76,Nassarawa,Kokona,"Lithium,Tantalum,Tin,Tourmaline (others)"
1018,Lafia,36055,EL-036055,Exploration License,Valid,BIN USMAN MINING COMPANY NIG. LTD,05/05/2022,04/05/2025,155,32.74,Nassarawa,"Lafia, Nassarawa-Eggon","Lithium,Beryl,Cassiterite"
1019,KOKONA,63308,SSML-063308,Small Scale Mining Lease,Valid,CENTER-PIECE GEO RESOURCES LIMITED,15/10/2024,14/10/2029,5,1.06,Nassarawa,"Kokona, Lafia","Lithium,Beryl,Cassiterite"
1020,,33287,EL-033287,Exploration License,Valid,C Q INTERNATIONAL NEW ENERGY LIMITED,28/01/2021,27/01/2026,220,46.46,Nassarawa,Kokona,Tantalum
1021,nass,39651,EL-039651,Exploration License,Valid,HASKEN KASA MINE CO. NIG LTD,08/11/2022,07/11/2025,56,11.84,Nassarawa,Nassarawa,Lithium
1022,,63768,EL-063768,Exploration License,Valid,WIZCHINO ENGINEERING LIMITED,09/12/2024,08/12/2027,60,12.67,Nassarawa,Karu,"Lithium,Beryl"
1023,NASARAWA,42338,SSML-042338,Small Scale Mining Lease,Valid,OZAOMATA MOTORS NIGERIA LTD,23/02/2023,22/02/2028,10,2.11,Nassarawa,Nassarawa,"Lithium,Tantalum,Columbite"
1024,,32042,EL-032042,Exploration License,Valid,NIZHONG MINING COMPANY LTD,04/09/2020,03/09/2025,161,34.02,Nassarawa,Nassarawa,"Tantalum,Cassiterite"
1025,KOKONA,62765,EL-062765,Exploration License,Valid,ST EMMANUEL GLOBAL MINERS LTD,26/08/2024,25/08/2027,14,2.96,Nassarawa,Kokona,"Lead,Lithium,Tin,Zinc"
1026,KEANA,62776,ML-062776,Mining Lease,Valid,ELIN GROUP LIMITED,21/11/2024,20/11/2049,4,0.85,Nassarawa,Keana,"Lithium,Manganese,Gold,Baryte"
1027,KEANA,55894,EL-055894,Exploration License,Valid,ELIN GROUP LIMITED,07/12/2023,06/12/2026,89,18.81,Nassarawa,Keana,"Lithium,Manganese,Gold,Baryte"
1028,Nasarawa,36102,EL-036102,Exploration License,Valid,AMURTI INVESTMENT LIMITED,24/06/2022,23/06/2025,10,2.11,Nassarawa,Nassarawa,"Lead,Zinc"
1029,Karu,37947,SSML-037947,Small Scale Mining Lease,Blocked,TINGLE NATURAL RESOURCES LIMITED,24/06/2022,23/06/2027,15,3.16,Nassarawa,Karu,"Tin,Beryl,Tourmaline (others),Columbite"
1030,Nasarawa Eggon,37655,SSML-037655,Small Scale Mining Lease,Blocked,GOLDPOINT MINES LIMITED,09/06/2022,08/06/2027,5,1.06,Nassarawa,Nassarawa-Eggon,"Lithium,Tourmaline (others)"
1031,KARU,37824,EL-037824,Exploration License,Valid,WHITEROCKHOOD LIMITED,01/06/2022,31/05/2025,293,61.89,Nassarawa,"Karu, Nassarawa","Limestone,Marble aggregates,Lithium,Tin,Beryl,Columbite"
1032,TOTO,63686,EL-063686,Exploration License,Valid,ROSMOH LEAD NIG LTD,09/12/2024,08/12/2027,7,1.48,Nassarawa,Keana,Lithium
1033,,29755,SSML-029755,Small Scale Mining Lease,Released,KINGSTONE MINES AND EXPLORATIONS LIMITED,12/09/2019,11/09/2024,15,3.17,Nassarawa,Nassarawa,"Lead,Zinc"
1034,AKWANGA QUARRY,62714,QLS-062714,Quarry Lease,Valid,BAUHAUS GLOBAL INVESTMENT NIGERIA LIMITED,26/08/2024,25/08/2029,4,0.84,Nassarawa,Lafia,"Granite,Laterite,Sand"
1035,KOKONA,62935,EL-062935,Exploration License,Valid,TXW INTERNATIONAL NEW ENERGY LTD,15/10/2024,14/10/2027,12,2.53,Nassarawa,Kokona,"Copper,Lead,Lithium,Tantalum,Tin,Zinc,Gold"
1036,KARU,40546,SSML-040546,Small Scale Mining Lease,Blocked,FIRSTVINE PRODENT RESOURCES LTD,25/11/2022,24/11/2027,2,0.42,Nassarawa,"Karu, Kokona","Mica,Tourmaline (blue),Columbite"
1037,,35214,EL-035214,Exploration License,Released,DANTATA AND JEFFERSON STEEL MILLS LIMITED,10/09/2021,09/09/2024,199,42.03,Nassarawa,"Lafia, Nassarawa-Eggon","Limestone,Iron"
1038,KOKONA,62934,EL-062934,Exploration License,Valid,TIAN XING INTERNATIONAL NEW ENERGY LTD,15/10/2024,14/10/2027,171,36.12,Nassarawa,"Kokona, Nassarawa","Copper,Lead,Tantalum,Zinc,Cassiterite,Gold"
1039,,29448,QLS-029448,Quarry Lease,Released,ONSHORE FRONTIERS LIMITED,08/04/2019,07/04/2024,7,1.48,Nassarawa,Akwanga,Granite
1040,KOKONA,63124,EL-063124,Exploration License,Valid,XING SHI INTERNATIONAL NEW ENERGY LTD,15/10/2024,14/10/2027,96,20.25,Nassarawa,Akwanga,"Lithium,Tin,Cassiterite"
1041,,33536,EL-033536,Exploration License,Released,CONTINENTAL LITHIUM LIMITED,19/02/2021,18/02/2024,231,48.78,Nassarawa,Kokona,Lithium
1042,,29710,EL-029710,Exploration License,Released,BECCA'S GLOBAL CONSULT LIMITED,01/08/2019,31/07/2022,110,23.23,Nassarawa,Kokona,Tin
1043,,29250,EL-029250,Exploration License,Released,ABARMAWA INTERNATIONAL MINING COMPANY LTD,25/03/2019,24/03/2024,26,5.49,Nassarawa,Nassarawa,"Copper,Lead,Zinc"
1044,KOKONA,63125,EL-063125,Exploration License,Valid,XING SHI INTERNATIONAL NEW ENERGY LTD,15/10/2024,14/10/2027,84,17.72,Nassarawa,Akwanga,"Lithium,Tin,Cassiterite"
1045,KARU,40957,QLS-040957,Quarry Lease,Blocked,HERALD & COHEN LIMITED,25/11/2022,24/11/2027,4,0.84,Nassarawa,Karu,Granite
1046,KOKONA,63126,EL-063126,Exploration License,Valid,XING SHI INTERNATIONAL NEW ENERGY LTD,15/10/2024,14/10/2027,96,20.25,Nassarawa,Akwanga,"Lithium,Tin,Cassiterite"
1047,KOKONA,63128,EL-063128,Exploration License,Valid,XING SHI INTERNATIONAL NEW ENERGY LTD,15/10/2024,14/10/2027,60,12.66,Nassarawa,Akwanga,Lithium
1048,AWE,55594,EL-055594,Exploration License,Valid,NAMARTINA GLOBAL INVESTMENT LTD.,25/01/2024,24/01/2027,8,1.69,Nassarawa,Awe,"Copper,Lead,Lithium,Zinc,Cassiterite,Baryte"
1049,,33538,EL-033538,Exploration License,Released,CONTINENTAL LITHIUM LIMITED,10/03/2021,09/03/2024,171,36.12,Nassarawa,"Kokona, Nassarawa",Lithium
1050,KARU,38818,EL-038818,Exploration License,Valid,GREEN GRASS INVESTMENT LTD,25/08/2022,24/08/2025,366,77.29,Nassarawa,"Karu, Keffi","Lithium,Beryl,Cassiterite"
1051,,29548,EL-029548,Exploration License,Released,PSB NETWORK NIGERIA LTD,06/06/2019,05/06/2024,100,21.11,Nassarawa,"Kokona, Nassarawa-Eggon",Tantalum
1052,NASARAWA EGGON,58466,SSML-058466,Small Scale Mining Lease,Valid,CENTURY GEOSERVICES LIMITED,03/07/2024,02/07/2029,10,2.11,Nassarawa,Nassarawa-Eggon,Iron
1053,,34297,SSML-034297,Small Scale Mining Lease,Blocked,HYSAP NIGERIA LTD,12/05/2021,11/05/2026,10,2.11,Nassarawa,Nassarawa-Eggon,"Copper,Lead,Tin"
1054,NASARAWA,38231,EL-038231,Exploration License,Valid,TIOLUWA MINING COMPANY LIMITED,27/06/2022,26/06/2025,146,30.86,Nassarawa,Nassarawa,Lithium
1055,KOKONA,62964,EL-062964,Exploration License,Valid,TERRAFORGE MINING LIMITED,15/10/2024,14/10/2027,80,16.9,Nassarawa,Kokona,"Lithium,Tin,Beryl,Tourmaline (others)"
1056,,28195,EL-028195,Exploration License,Released,ADLAY MINING LTD,31/08/2018,30/08/2023,120,25.37,Nassarawa,Keana,Lithium
1057,KOKONA,63127,EL-063127,Exploration License,Valid,XING SHI INTERNATIONAL NEW ENERGY LTD,13/11/2024,12/11/2027,84,17.72,Nassarawa,Akwanga,"Lithium,Tin,Cassiterite"
1058,,25639,QLS-025639,Quarry Lease,Blocked,RAMBA SERVICES NIGERIA LTD,14/11/2017,13/11/2027,5,1.06,Nassarawa,Karu,Granite
1059,NASARAWA,44455,EL-044455,Exploration License,Valid,C&A INTERNATIONAL NEW ENERGY LTD,20/09/2023,19/09/2026,181,38.24,Nassarawa,"Kokona, Lafia, Nassarawa","Lithium,Tourmaline (blue)"
1060,OBI,38368,EL-038368,Exploration License,Valid,THE RUBITAL FIRM LIMITED,15/08/2022,14/08/2025,384,81.15,Nassarawa,Obi,"Lithium,Quartz,Beryl,Kunzite,Tourmaline (blue),Gold,Rutile"
1061,KOKONA,41598,EL-041598,Exploration License,Valid,MORELUCK INVESTORS LTD,06/04/2023,05/04/2026,210,44.34,Nassarawa,Kokona,Lithium
1062,,33610,EL-033610,Exploration License,Valid,HUIDA INTERNATIONAL NEW ENERGY LTD,23/04/2021,22/04/2026,69,14.58,Nassarawa,Nassarawa,"Copper,Lead,Tin,Zinc,Columbite"
1063,Kokona,36882,EL-036882,Exploration License,Valid,EMPIRE INTERNATIONAL NEW ENERGY LTD,05/05/2022,04/05/2025,150,31.67,Nassarawa,"Kokona, Nassarawa-Eggon",Tantalum
1064,,34356,EL-034356,Exploration License,Released,ASCOURT CONSULT LIMITED,31/05/2021,30/05/2024,94,19.85,Nassarawa,Nassarawa-Eggon,"Tantalum,Tin,Columbite"
1065,,27976,EL-027976,Exploration License,Valid,LANDMASS RESOURCES DEVELOPMENT LIMITED,20/08/2018,19/08/2025,65,13.72,Nassarawa,Kokona,Lithium
1066,KOKONA,40562,SSML-040562,Small Scale Mining Lease,Valid,ALTIMA CONSOLIDATED LTD,12/08/2024,11/08/2029,9,1.9,Nassarawa,Kokona,"Lithium,Beryl"
1067,NASARAWA EGGON,39535,EL-039535,Exploration License,Valid,YIHUEI INTERNATIONAL NEW ENERGY LTD,11/11/2022,10/11/2025,45,9.51,Nassarawa,Nassarawa,"Lithium,Beryl,Kunzite,Tourmaline (blue)"
1068,KEANA,39771,SSML-039771,Small Scale Mining Lease,Blocked,AKWAEZE JIDEOFOR ARINZE,25/11/2022,24/11/2027,8,1.69,Nassarawa,"Awe, Keana","Lead,Lithium,Tin,Zinc,Gold"
1069,NASARAWA,37128,QLS-037128,Quarry Lease,Blocked,PARADISE BAMIE KING NIG. LTD,24/06/2022,23/06/2027,4,0.84,Nassarawa,Karu,Granite
1070,KOKONA,41598,EL-041598,Exploration License,Released,MORELUCK INVESTORS LTD,06/04/2023,05/04/2026,584,123.27,Nassarawa,Kokona,Lithium
1071,Nasarawa,44483,EL-044483,Exploration License,Valid,TIAN XING INTERNATIONAL NEW ENERGY LTD,22/11/2023,21/11/2026,35,7.4,Nassarawa,Nassarawa,Lithium
1072,Nasarawa,37105,EL-037105,Exploration License,Valid,SMC MINING COMPANY LIMITED,25/03/2022,24/03/2025,303,64.04,Nassarawa,Nassarawa,Lithium
1073,"Karshi, FCT",45695,EL-045695,Exploration License,Valid,ALGAM MINING LTD,16/06/2023,15/06/2026,4,0.84,Nassarawa,Karu,Granite
1074,NASARAWA,36597,QLS-036597,Quarry Lease,Blocked,FAITHFUL MINERALS MINING LIMITED,28/04/2022,27/04/2027,2,0.42,Nassarawa,Karu,Granite
1075,NASARAWA,37631,QLS-037631,Quarry Lease,Valid,ONSHORE FRONTIERS LIMITED,,,16,3.38,Nassarawa,"Karu, Kokona",Granite
1076,,31025,EL-031025,Exploration License,Valid,KUAA MINING NIGERIA LIMITED,21/07/2020,20/07/2025,157,33.13,Nassarawa,Kokona,"Fluorspar/fluorite,Quartz,Aquamarine,Tourmaline (others)"
1077,KARU,42932,SSML-042932,Small Scale Mining Lease,Valid,BELLO ALI,06/09/2023,06/08/2028,6,1.27,Nassarawa,Karu,"Lithium,Fluorspar/fluorite,Beryl,Tourmaline (blue)"
1078,Nasarawa,36903,EL-036903,Exploration License,Valid,YUANFEI INTERNATIONAL NEW ENERGY LTD,05/05/2022,04/05/2025,150,31.64,Nassarawa,Wamba,Tin
1079,,34358,SSML-034358,Small Scale Mining Lease,Released,ASCOURT CONSULT LIMITED,31/05/2021,30/05/2026,15,3.17,Nassarawa,Nassarawa-Eggon,"Tantalum,Tin,Columbite"
1080,KARU,36744,SSML-036744,Small Scale Mining Lease,Blocked,GOLDMINE INTEGRATED SERVICES LTD,24/06/2022,23/06/2027,5,1.05,Nassarawa,Karu,Sand
1081,LAFIA/NASARAWA EGGON,43720,EL-043720,Exploration License,Valid,URBANCRIBS LIMITED,,,100,21.11,Nassarawa,"Lafia, Wamba","Lithium,Tin,Tourmaline (blue)"
1082,KOKONA LGA,62797,EL-062797,Exploration License,Valid,GRANDLUSH&EVERPEAK RESOURCES DEVELOPMENT COMPANY LIMITED,15/10/2024,14/10/2027,38,8.02,Nassarawa,Kokona,"Lithium,Tantalum,Amethyst,Beryl,Gemstone,Kunzite,Tourmaline (blue),Gold"
1083,KEFFI,62803,ML-062803,Mining Lease,Valid,PEREGRINO OIL & GAS LIMITED,11/10/2024,10/10/2049,3,0.63,Nassarawa,Keffi,"Lithium,Gold"
1084,KARU,37825,EL-037825,Exploration License,Valid,WHITEROCKHOOD LIMITED,03/06/2022,02/06/2025,326,68.86,Nassarawa,"Karu, Nassarawa","Limestone,Marble aggregates,Lithium,Tin,Beryl,Columbite"
1085,KEFFI,59479,EL-059479,Exploration License,Valid,PEREGRINO OIL & GAS LIMITED,08/04/2024,07/04/2027,77,16.26,Nassarawa,"Keffi, Kokona","Lithium,Gold"
1086,TOTO,62807,ML-062807,Mining Lease,Valid,PEREGRINO OIL & GAS LIMITED,11/10/2024,10/10/2049,3,0.63,Nassarawa,Toto,"Lithium,Tantalum,Tin,Gold"
1087,KARU 2,40087,EL-040087,Exploration License,Valid,MANCHONG MINES AND INVESTMENTS LIMITED,21/02/2023,20/02/2026,70,14.78,Nassarawa,Karu,"Beryl,Tourmaline (blue),Cassiterite,Gold"
1088,KOKONA,63014,EL-063014,Exploration License,Valid,TIAN XING INTERNATIONAL NEW ENERGY LTD,15/10/2024,14/10/2027,16,3.38,Nassarawa,Nassarawa,"Lithium,Cassiterite"
1089,NASARAWA,37527,SSML-037527,Small Scale Mining Lease,Blocked,MBX VENTURES LIMITED,24/06/2022,23/06/2027,5,1.06,Nassarawa,Karu,Gold
1090,,24550,SSML-024550,Small Scale Mining Lease,Blocked,BEBEYI MERCHANTS LIMITED,20/02/2017,19/02/2027,4,0.84,Nassarawa,Nassarawa-Eggon,"Tin,Aquamarine,Tourmaline (others),Columbite,Galena,Iron"
1091,,37855,EL-037855,Exploration License,Valid,JAS DIGITAL NIGERIA LIMITED,21/07/2020,20/07/2023,3,0.63,Nassarawa,Kokona,"Fluorspar/fluorite,Quartz,Aquamarine,Tourmaline (others)"
1092,TOTO,59478,EL-059478,Exploration License,Valid,PEREGRINO OIL & GAS LIMITED,08/04/2024,07/04/2027,125,26.44,Nassarawa,Toto,"Lithium,Tantalum,Tin,Gold"
1093,,22928,EL-022928,Exploration License,Released,ABILELE INDUSTRIES LIMITED,17/05/2016,17/05/2023,192,40.55,Nassarawa,Nassarawa-Eggon,Iron
1094,,359,QLS-000359,Quarry Lease,Valid,CONCORD INTERNATIONAL MINING COMPANY LIMITED,01/01/2005,31/12/2024,25,5.28,Nassarawa,Karu,Sand
1095,,63806,EL-063806,Exploration License,Valid,WOGYEN MINING AND EXPLORATION LIMITED,09/12/2024,08/12/2027,20,4.22,Nassarawa,Nassarawa-Eggon,"Lead,Lithium,Zinc,Aquamarine,Gemstone,Tourmaline (blue),Emeralds"
1096,LAFIA,44907,SSML-044907,Small Scale Mining Lease,Valid,TASKA GLOBAL CHOICE LIMITED,28/03/2024,27/03/2029,5,1.06,Nassarawa,"Lafia, Nassarawa-Eggon","Lithium,Tantalum,Tin,Tourmaline (blue)"
1097,,25565,SSML-025565,Small Scale Mining Lease,Released,VISION GLOBAL AGRIC FARMS LIMITED,08/08/2017,07/08/2022,2,0.42,Nassarawa,Karu,Feldspar
1098,,25061,EL-025061,Exploration License,Released,TOPWIDE VENTURES LTD,14/06/2017,13/06/2022,161,33.95,"Nassarawa, Plateau","Wamba, Bokkos","Tin,Wolframite"
1099,,32397,EL-032397,Exploration License,Released,RESIDENT MINING LIMITED,02/10/2020,12/11/2023,173,36.5,"Nassarawa, Plateau","Wamba, Bokkos",Tin
1100,BOKKOS,42584,EL-042584,Exploration License,Valid,CENTURY MINING COMPANY LIMITED,22/05/2023,21/05/2026,178,37.53,"Nassarawa, Plateau","Wamba, Bokkos","Tin,Zinc"
1101,KONTAGORA,39303,SSML-039303,Small Scale Mining Lease,Blocked,MUSA FIRDAUSI,27/10/2022,26/10/2027,5,1.05,Niger,Kontagora,"Mica,Tantalum,Beryl,Tourmaline (blue)"
1102,,25690,EL-025690,Exploration License,Released,ROMULUS MINING & EXPLORATION LTD,18/08/2017,17/08/2022,40,8.44,Niger,Shiroro,"Lead,Zinc,Gold"
1103,RIJAU,39652,SSML-039652,Small Scale Mining Lease,Blocked,SAHEL MINING GROUP LIMITED,18/11/2022,17/11/2027,5,1.05,Niger,Rijau,"Lithium,Beryl"
1104,,25821,EL-025821,Exploration License,Released,OLADIRAN MINING LIMITED,23/11/2017,22/11/2022,50,10.53,Niger,Shiroro,Gold
1105,,34271,EL-034271,Exploration License,Released,VERILAND MINING COMPANY NIGERIA LIMITED,12/08/2021,11/08/2024,429,90.45,Niger,"Borgu, Mashegu, Mokwa",Gold
1106,,34647,EL-034647,Exploration License,Released,PHANUEL INVESTMENT LTD,08/09/2021,07/09/2024,185,39.03,Niger,Rafi,"Tourmaline (others),Gold"
1107,KONTAGORA,39142,SSML-039142,Small Scale Mining Lease,Blocked,S.M DANBABA GLOBAL SERVICES LTD,14/08/2022,13/08/2027,9,1.89,Niger,Kontagora,"Lithium,Gold"
1108,RIJAU,62910,QLS-062910,Quarry Lease,Valid,ENERCO NIGERIA LIMITED,15/10/2024,14/10/2029,2,0.42,Niger,Rijau,Granite
1109,SHIRORO,37967,SSML-037967,Small Scale Mining Lease,Blocked,S.M DANBABA GLOBAL SERVICES LTD,24/06/2022,23/06/2027,5,1.05,Niger,Shiroro,Gemstone
1110,Mokwa,36084,SSML-036084,Small Scale Mining Lease,Released,SAIFULLAH MINERS COOPERATION SOCIETY LIMITED,05/05/2022,04/05/2027,5,1.06,Niger,Mokwa,Gold
1111,,62968,EL-062968,Exploration License,Valid,Z & Z MINING COMPANY LTD,08/06/2018,07/06/2025,144,30.34,Niger,Shiroro,Gold
1112,BOSSO,37969,SSML-037969,Small Scale Mining Lease,Blocked,S.M DANBABA GLOBAL SERVICES LTD,24/06/2022,23/06/2027,5,1.05,Niger,Bosso,Gemstone
1113,,27497,EL-027497,Exploration License,Valid,WESTERN METAL PRODUCTS COMPANY LIMITED,08/06/2018,07/06/2025,706,148.73,Niger,Shiroro,Gold
1114,,29950,EL-029950,Exploration License,Released,NEWBURY MINERAL RESOURCES LTD,10/09/2019,09/09/2022,98,20.63,Niger,Magama,"Lead,Gold"
1115,"Magama LG A, Niger State",37367,SSML-037367,Small Scale Mining Lease,Blocked,YUSMUAWAL NIGERIA ENTERPRISES,24/06/2022,23/06/2027,4,0.84,Niger,Magama,Lithium
1116,MUYA,44121,EL-044121,Exploration License,Valid,BLUE MOUNTAIN INTERNATIONAL MINING LIMITED,04/05/2023,03/05/2026,194,40.86,Niger,Muya,"Lithium,Tantalum,Tourmaline (blue)"
1117,KONTAGORA,37993,SSML-037993,Small Scale Mining Lease,Blocked,MUSA FIRDAUSI,21/10/2023,20/10/2028,5,1.05,Niger,Kontagora,"Mica,Tantalum,Beryl"
1118,,30044,QLS-030044,Quarry Lease,Valid,SODANGI RESOURCES COMPANY NIGERIA LIMITED,10/09/2019,09/09/2029,2,0.42,Niger,Borgu,Granite
1119,BORGU,61090,EL-061090,Exploration License,Valid,GANAN MINING LTD,15/10/2024,14/10/2027,195,41.05,Niger,Borgu,"Lithium,Tantalum,Gold"
1120,,22640,ML-022640,Mining Lease,Valid,AFRICAN MINERALS & LOGISTIC LIMITED,17/08/2020,16/08/2045,14,2.95,Niger,Shiroro,Gold
1121,,25701,EL-025701,Exploration License,Released,ROMULUS MINING & EXPLORATION LTD,18/08/2017,17/08/2022,15,3.16,Niger,Shiroro,"Lead,Zinc,Gold"
1122,,25970,SSML-025970,Small Scale Mining Lease,Blocked,PLATINIUM MINES NIGERIA LIMITED,27/10/2017,26/10/2027,15,3.16,Niger,Shiroro,Gold
